,mRNA_name,mRNA_score,mRNA_label
4638,LLGL1,0.999599039554596,0.0
4639,PACS2,0.999599039554596,0.0
4640,CALM3,0.999599039554596,0.0
4641,RCSD1,0.999599039554596,0.0
4642,HNRNPLL,0.999599039554596,0.0
4643,ATXN2,0.999599039554596,0.0
4644,EIF3L,0.999599039554596,0.0
4645,EFHD1,0.999599039554596,0.0
4646,RTL10,0.999599039554596,1.0
4647,ME1,0.999599039554596,0.0
4648,USP37,0.9995989203453064,0.0
4649,ZCCHC7,0.9995988011360168,1.0
4650,REXO2,0.9995988011360168,0.0
4651,SCML2,0.9995988011360168,0.0
4652,TINAG,0.9995988011360168,0.0
4653,KRTAP3-1,0.9995988011360168,0.0
4654,AP1M1,0.9995988011360168,0.0
4655,NFE2L1,0.9995988011360168,0.0
4656,PPM1H,0.9995986819267273,0.0
4657,LCMT2,0.9995985627174377,0.0
4658,C5,0.9995985627174377,0.0
4659,CARD16,0.9995985627174377,0.0
4660,CCDC17,0.9995985627174377,0.0
4661,ST8SIA5,0.9995984435081482,0.0
4662,NXF1,0.9995984435081482,0.0
4663,CHRM1,0.9995982050895691,0.0
4664,FIP1L1,0.9995982050895691,0.0
4665,ERVFRD-1,0.9995982050895691,0.0
4666,GALK2,0.9995980858802795,0.0
4667,SLC13A3,0.99959796667099,0.0
4668,FAM122B,0.99959796667099,0.0
4669,CDC42EP4,0.99959796667099,0.0
4670,DEPDC5,0.9995978474617004,0.0
4671,SELP,0.9995978474617004,0.0
4672,CCL16,0.9995977282524109,0.0
4673,SLC9A3,0.9995977282524109,0.0
4674,USP12,0.9995977282524109,0.0
4675,C14orf180,0.9995977282524109,0.0
4676,PRR4,0.9995977282524109,0.0
4677,EBPL,0.9995977282524109,0.0
4678,MAK,0.9995977282524109,0.0
4679,FLT1,0.9995976090431213,0.0
4680,KTN1,0.9995976090431213,0.0
4681,FKBP3,0.9995976090431213,0.0
4682,KIAA1109,0.9995976090431213,0.0
4683,ARF6,0.9995976090431213,0.0
4684,TMEM86A,0.9995976090431213,0.0
4685,AATK,0.9995974898338318,0.0
4686,SEPTIN11,0.9995974898338318,0.0
4687,TDP2,0.9995974898338318,0.0
4688,GTF3C4,0.9995973706245422,0.0
4689,FLRT3,0.9995973706245422,0.0
4690,CYP11B2,0.9995973706245422,0.0
4691,ARHGAP35,0.9995973706245422,0.0
4692,DDT,0.9995972514152527,0.0
4693,TWIST2,0.9995972514152527,0.0
4694,TBC1D22B,0.9995972514152527,0.0
4695,C6orf47,0.9995972514152527,0.0
4696,TBC1D1,0.9995972514152527,0.0
4697,RPL8,0.9995971322059631,0.0
4698,AMY1A,0.9995970129966736,0.0
4699,THRB,0.9995970129966736,0.0
4700,TF,0.9995970129966736,0.0
4701,SEC61A2,0.9995970129966736,0.0
4702,TAB3,0.9995970129966736,0.0
4703,LRRC57,0.999596893787384,0.0
4704,RIC8B,0.9995967745780945,0.0
4705,C12orf75,0.9995967745780945,0.0
4706,RGP1,0.9995967745780945,0.0
4707,KIF5B,0.9995967745780945,0.0
4708,CNPY4,0.9995966553688049,0.0
4709,EIF3A,0.9995966553688049,0.0
4710,PKIB,0.9995966553688049,0.0
4711,HIPK3,0.9995966553688049,0.0
4712,MYBPC3,0.9995966553688049,0.0
4713,DAZAP2,0.9995966553688049,0.0
4714,GOLGA8A,0.9995965361595154,0.0
4715,PALMD,0.9995965361595154,0.0
4716,LZTR1,0.9995965361595154,0.0
4717,FER,0.9995965361595154,0.0
4718,ERG28,0.9995964169502258,0.0
4719,TMEM114,0.9995962977409363,0.0
4720,CAV2,0.9995962977409363,1.0
4721,HOXC8,0.9995962977409363,0.0
4722,ADAMTS9,0.9995961785316467,0.0
4723,HAUS4,0.9995961785316467,0.0
4724,VEZF1,0.9995961785316467,0.0
4725,FOSL2,0.9995961785316467,0.0
4726,BLOC1S4,0.9995960593223572,0.0
4727,IFIT2,0.9995960593223572,1.0
4728,GPR3,0.9995960593223572,1.0
4729,SYTL3,0.9995960593223572,0.0
4730,STON1,0.9995960593223572,0.0
4731,ILDR1,0.9995960593223572,1.0
4732,TP53BP1,0.9995959401130676,0.0
4733,SCARB2,0.9995959401130676,0.0
4734,PAIP1,0.9995959401130676,0.0
4735,FBXL20,0.9995958209037781,0.0
4736,PPIL6,0.9995958209037781,0.0
4737,SNX19,0.9995958209037781,0.0
4738,PKP2,0.9995957016944885,0.0
4739,SEH1L,0.9995957016944885,0.0
4740,NSUN4,0.9995957016944885,0.0
4741,PBX2,0.9995957016944885,0.0
4742,S100A4,0.9995957016944885,0.0
4743,SEMG2,0.999595582485199,0.0
4744,PRRC2B,0.999595582485199,0.0
4745,HEY1,0.999595582485199,0.0
4746,FRG2C,0.999595582485199,0.0
4747,TRIM37,0.999595582485199,0.0
4748,ABCB11,0.9995954632759094,0.0
4749,ATXN10,0.9995954632759094,0.0
4750,CAPZB,0.9995954632759094,0.0
4751,SMTN,0.9995953440666199,0.0
4752,ENG,0.9995953440666199,0.0
4753,SNX4,0.9995953440666199,0.0
4754,PALM2AKAP2,0.9995953440666199,0.0
4755,PCYT2,0.9995953440666199,0.0
4756,PPWD1,0.9995953440666199,0.0
4757,BRD7,0.9995952248573303,0.0
4758,HTR2B,0.9995952248573303,0.0
4759,FOXA2,0.9995952248573303,0.0
4760,STAM,0.9995951056480408,1.0
4761,INTS11,0.9995949864387512,0.0
4762,KLHDC2,0.9995948672294617,0.0
4763,HPS5,0.9995948672294617,0.0
4764,TMEM94,0.9995948672294617,0.0
4765,ITGAE,0.9995948672294617,0.0
4766,VSIG1,0.9995947480201721,0.0
4767,SEMA4D,0.9995947480201721,0.0
4768,MAP1S,0.9995947480201721,0.0
4769,WASHC5,0.9995947480201721,0.0
4770,SPOUT1,0.9995947480201721,0.0
4771,PAIP2,0.9995947480201721,0.0
4772,GADD45G,0.9995947480201721,0.0
4773,BDKRB2,0.9995947480201721,0.0
4774,PRB4,0.9995947480201721,0.0
4775,PRRC2A,0.9995946288108826,0.0
4776,MPG,0.9995946288108826,0.0
4777,GRAP2,0.999594509601593,1.0
4778,CCNYL1,0.9995943903923035,0.0
4779,TMCC2,0.9995943903923035,0.0
4780,PTGER2,0.9995943903923035,0.0
4781,TXLNG,0.9995943903923035,0.0
4782,SH3PXD2B,0.9995943903923035,0.0
4783,TM4SF5,0.9995943903923035,0.0
4784,CYP1A1,0.9995942711830139,0.0
4785,BCKDHB,0.9995942711830139,0.0
4786,CEP162,0.9995942711830139,1.0
4787,ARHGDIG,0.9995941519737244,0.0
4788,TRIM69,0.9995941519737244,0.0
4789,AL365205.1,0.9995941519737244,0.0
4790,EFR3B,0.9995941519737244,0.0
4791,MLPH,0.9995940327644348,0.0
4792,AGMAT,0.9995940327644348,0.0
4793,SAR1B,0.9995940327644348,0.0
4794,VAPB,0.9995940327644348,0.0
4795,SCARF2,0.9995939135551453,0.0
4796,ARFGAP2,0.9995939135551453,0.0
4797,KCND1,0.9995939135551453,0.0
4798,FNTA,0.9995939135551453,0.0
4799,HIVEP2,0.9995937943458557,0.0
4800,SLC25A21,0.9995937943458557,0.0
4801,BRD3,0.9995937943458557,0.0
4802,NMT1,0.9995936751365662,0.0
4803,GSTA4,0.9995936751365662,0.0
4804,AGK,0.9995936751365662,0.0
4805,NHLH2,0.9995936751365662,0.0
4806,PIK3R4,0.9995934367179871,0.0
4807,NUDT11,0.9995934367179871,0.0
4808,CCDC68,0.9995933175086975,0.0
4809,BEST1,0.9995933175086975,0.0
4810,PSMC5,0.9995933175086975,0.0
4811,ADCY7,0.9995933175086975,0.0
4812,DSG1,0.999593198299408,0.0
4813,CEP83,0.999593198299408,0.0
4814,C18orf25,0.999593198299408,0.0
4815,EXPH5,0.999593198299408,0.0
4816,USP19,0.999593198299408,0.0
4817,DCLK1,0.9995930790901184,0.0
4818,DERL2,0.9995930790901184,0.0
4819,LSM14B,0.9995929598808289,0.0
4820,NDUFV3,0.9995929598808289,0.0
4821,DOLK,0.9995929598808289,0.0
4822,DDX11,0.9995929598808289,1.0
4823,RAPGEF1,0.9995929598808289,0.0
4824,PTCD3,0.9995929598808289,0.0
4825,MMAA,0.9995929598808289,0.0
4826,NEBL,0.9995929598808289,0.0
4827,GAS2L2,0.9995929598808289,0.0
4828,P3H2,0.9995928406715393,1.0
4829,NRG2,0.9995928406715393,0.0
4830,SEMA4C,0.9995928406715393,0.0
4831,RPS8,0.9995927214622498,0.0
4832,DOCK7,0.9995927214622498,1.0
4833,SLC17A8,0.9995926022529602,0.0
4834,SLC16A5,0.9995924830436707,0.0
4835,UBE2G1,0.9995924830436707,0.0
4836,MZT2B,0.9995924830436707,0.0
4837,NRK,0.9995924830436707,0.0
4838,THOC5,0.9995923638343811,0.0
4839,BTBD6,0.9995923638343811,1.0
4840,ARHGDIB,0.9995923638343811,0.0
4841,KCNJ6,0.9995923638343811,0.0
4842,LSM4,0.9995923638343811,0.0
4843,SYDE1,0.9995923638343811,0.0
4844,ASB6,0.9995922446250916,0.0
4845,STMN2,0.9995922446250916,0.0
4846,ELMO1,0.9995922446250916,0.0
4847,DIO2,0.9995922446250916,0.0
4848,SHH,0.9995922446250916,0.0
4849,KLHL11,0.9995922446250916,0.0
4850,RPS18,0.999592125415802,0.0
4851,OSBPL9,0.999592125415802,1.0
4852,TADA3,0.999592125415802,0.0
4853,ETF1,0.999592125415802,0.0
4854,PPP2R5E,0.999592125415802,0.0
4855,MTPAP,0.9995920062065125,0.0
4856,RIOK2,0.9995920062065125,0.0
4857,FSD2,0.9995920062065125,0.0
4858,PIRT,0.9995920062065125,0.0
4859,CTBP1,0.9995920062065125,0.0
4860,MED21,0.9995918869972229,0.0
4861,CFAP52,0.9995918869972229,0.0
4862,POM121,0.9995918869972229,0.0
4863,KRCC1,0.9995918869972229,0.0
4864,NTAN1,0.9995918869972229,0.0
4865,POLR3A,0.9995918869972229,0.0
4866,PTCH1,0.9995918869972229,0.0
4867,STRIT1,0.9995918869972229,0.0
4868,PHF2,0.9995918869972229,0.0
4869,EPHA2,0.9995917677879333,0.0
4870,ADGRE5,0.9995917677879333,0.0
4871,AK1,0.9995917677879333,0.0
4872,ITPR1,0.9995916485786438,0.0
4873,CSNK1A1,0.9995916485786438,0.0
4874,FBRS,0.9995916485786438,0.0
4875,PCYT1B,0.9995915293693542,0.0
4876,KCTD3,0.9995915293693542,0.0
4877,CCNDBP1,0.9995915293693542,0.0
4878,REM1,0.9995915293693542,0.0
4879,AFF1,0.9995914101600647,0.0
4880,TFE3,0.9995914101600647,0.0
4881,ZBTB44,0.9995914101600647,0.0
4882,CTC1,0.9995914101600647,0.0
4883,PRSS35,0.9995914101600647,0.0
4884,ZFYVE9,0.9995912909507751,0.0
4885,MAP3K4,0.9995912909507751,0.0
4886,WHAMM,0.9995912909507751,0.0
4887,G3BP2,0.9995912909507751,0.0
4888,DDX24,0.9995912909507751,0.0
4889,PEX5,0.9995912909507751,0.0
4890,PLA2G7,0.9995911717414856,0.0
4891,CHD2,0.9995911717414856,0.0
4892,VAV3,0.9995911717414856,0.0
4893,PIANP,0.999591052532196,0.0
4894,OGN,0.999591052532196,0.0
4895,CADPS,0.999591052532196,0.0
4896,KIF4B,0.999591052532196,0.0
4897,GLS2,0.9995909333229065,0.0
4898,ARAP3,0.9995909333229065,0.0
4899,COL6A1,0.9995908141136169,0.0
4900,NGRN,0.9995908141136169,0.0
4901,DCTPP1,0.9995908141136169,0.0
4902,TNFRSF1B,0.9995906949043274,0.0
4903,NRN1,0.9995906949043274,0.0
4904,RUFY3,0.9995906949043274,0.0
4905,MEDAG,0.9995906949043274,0.0
4906,CCSER1,0.9995906949043274,0.0
4907,MTAP,0.9995906949043274,1.0
4908,FAM167A,0.9995906949043274,0.0
4909,DPY19L1,0.9995905756950378,0.0
4910,DNAJA3,0.9995905756950378,0.0
4911,TLCD2,0.9995905756950378,0.0
4912,SLC2A2,0.9995904564857483,0.0
4913,XIRP1,0.9995904564857483,0.0
4914,KLHL22,0.9995904564857483,0.0
4915,SLC28A2,0.9995904564857483,0.0
4916,GANC,0.9995903372764587,0.0
4917,SULT2A1,0.9995903372764587,0.0
4918,CCR1,0.9995902180671692,0.0
4919,APOBEC2,0.9995900988578796,0.0
4920,GSKIP,0.9995900988578796,0.0
4921,MEMO1,0.9995899796485901,0.0
4922,UBE2R2,0.9995899796485901,0.0
4923,CEP70,0.9995899796485901,0.0
4924,C1orf87,0.9995899796485901,0.0
4925,SUN2,0.9995899796485901,0.0
4926,CCDC66,0.999589741230011,1.0
4927,BACE2,0.999589741230011,0.0
4928,BTN3A3,0.999589741230011,0.0
4929,HOXB5,0.999589741230011,0.0
4930,SERPING1,0.9995896220207214,0.0
4931,C1orf43,0.9995896220207214,0.0
4932,ARHGAP21,0.9995896220207214,0.0
4933,TTL,0.9995896220207214,0.0
4934,TMEM176A,0.9995896220207214,0.0
4935,LRRC75A,0.9995896220207214,1.0
4936,HIRIP3,0.9995896220207214,0.0
4937,TRAPPC11,0.9995896220207214,0.0
4938,KIF16B,0.9995895028114319,0.0
4939,ZBTB16,0.9995893836021423,0.0
4940,ATP6V1H,0.9995892643928528,0.0
4941,TREM1,0.9995892643928528,0.0
4942,DYNC1I2,0.9995892643928528,0.0
4943,TAFA1,0.9995891451835632,0.0
4944,UBE2N,0.9995891451835632,0.0
4945,PML,0.9995891451835632,0.0
4946,MAP3K8,0.9995891451835632,0.0
4947,NMUR2,0.9995890259742737,0.0
4948,COL27A1,0.9995890259742737,0.0
4949,CA10,0.9995890259742737,0.0
4950,KIRREL3,0.9995889067649841,0.0
4951,ADAMTS4,0.9995889067649841,1.0
4952,CDHR2,0.9995889067649841,1.0
4953,NDUFA1,0.999588668346405,0.0
4954,SLC13A2,0.999588668346405,0.0
4955,NME7,0.9995885491371155,0.0
4956,POU6F1,0.9995884299278259,0.0
4957,UBQLN2,0.9995884299278259,0.0
4958,SEMA3B,0.9995884299278259,0.0
4959,TUBB3,0.9995883107185364,0.0
4960,LOXL4,0.9995883107185364,0.0
4961,ANKS4B,0.9995883107185364,0.0
4962,SLC9A9,0.9995883107185364,0.0
4963,UBE2D3,0.9995881915092468,0.0
4964,TNKS1BP1,0.9995881915092468,0.0
4965,SORBS1,0.9995881915092468,0.0
4966,PCDHA11,0.9995881915092468,0.0
4967,KLK5,0.9995880722999573,0.0
4968,EIF2AK1,0.9995880722999573,0.0
4969,ATMIN,0.9995879530906677,0.0
4970,MLYCD,0.9995878338813782,0.0
4971,OTUD7A,0.9995878338813782,0.0
4972,CD99,0.9995878338813782,0.0
4973,LEMD3,0.9995878338813782,0.0
4974,CLCN2,0.9995877146720886,0.0
4975,RALGPS2,0.9995877146720886,0.0
4976,RHOA,0.9995877146720886,0.0
4977,UTP25,0.9995877146720886,0.0
4978,RFXAP,0.9995877146720886,0.0
4979,AARS2,0.9995877146720886,0.0
4980,PPP1R3D,0.9995877146720886,0.0
4981,THUMPD1,0.9995875954627991,0.0
4982,MYH11,0.9995875954627991,0.0
4983,CEP104,0.9995875954627991,0.0
4984,KRT40,0.9995874762535095,0.0
4985,ZNF512B,0.9995874762535095,0.0
4986,CHRNA3,0.9995874762535095,0.0
4987,NUS1,0.9995874762535095,0.0
4988,GABPB1,0.99958735704422,0.0
4989,SLC49A3,0.99958735704422,0.0
4990,INO80,0.9995872378349304,0.0
4991,ABHD14B,0.9995872378349304,0.0
4992,INTS2,0.9995872378349304,0.0
4993,PIK3CG,0.9995872378349304,0.0
4994,MYO1E,0.9995871186256409,0.0
4995,ATOH8,0.9995869994163513,0.0
4996,GTF2H1,0.9995869994163513,0.0
4997,PTP4A3,0.9995869994163513,0.0
4998,APOC3,0.9995869994163513,0.0
4999,WDR6,0.9995869994163513,0.0
5000,RNF113A,0.9995868802070618,0.0
5001,PPP1CB,0.9995868802070618,0.0
5002,EHD1,0.9995867609977722,0.0
5003,PLEKHG4,0.9995867609977722,1.0
5004,CFAP73,0.9995867609977722,0.0
5005,TOP3A,0.9995867609977722,0.0
5006,SRSF2,0.9995867609977722,0.0
5007,C8G,0.9995867609977722,0.0
5008,ATXN7L3B,0.9995867609977722,0.0
5009,TDRP,0.9995866417884827,0.0
5010,PIK3R5,0.9995866417884827,0.0
5011,ID3,0.9995866417884827,0.0
5012,FAT1,0.9995866417884827,0.0
5013,PTDSS2,0.9995865225791931,0.0
5014,TFEC,0.9995865225791931,0.0
5015,HIRA,0.9995865225791931,0.0
5016,RPTN,0.9995865225791931,0.0
5017,PPFIBP2,0.9995864033699036,1.0
5018,AC011498.4,0.9995864033699036,0.0
5019,LVRN,0.9995864033699036,0.0
5020,ELL,0.9995864033699036,0.0
5021,USF1,0.9995864033699036,0.0
5022,SLC35A2,0.999586284160614,0.0
5023,ZBTB11,0.999586284160614,0.0
5024,ABCA9,0.999586284160614,0.0
5025,ANKRD12,0.999586284160614,0.0
5026,ZC3H6,0.9995861649513245,0.0
5027,SHOC2,0.9995861649513245,0.0
5028,ANG,0.9995861649513245,1.0
5029,PPM1A,0.9995860457420349,0.0
5030,PDGFA,0.9995860457420349,0.0
5031,ICOSLG,0.9995860457420349,0.0
5032,HS3ST3B1,0.9995860457420349,0.0
5033,MIPOL1,0.9995860457420349,1.0
5034,EIF5A,0.9995859265327454,0.0
5035,SLC24A3,0.9995859265327454,0.0
5036,ARCN1,0.9995859265327454,0.0
5037,ADRA1B,0.9995859265327454,0.0
5038,JAM2,0.9995859265327454,0.0
5039,ZCCHC3,0.9995859265327454,0.0
5040,PUM1,0.9995859265327454,0.0
5041,STAM2,0.9995859265327454,0.0
5042,SCO1,0.9995858073234558,0.0
5043,MRPS16,0.9995858073234558,0.0
5044,SLC5A10,0.9995858073234558,0.0
5045,EDEM3,0.9995858073234558,0.0
5046,VANGL1,0.9995858073234558,0.0
5047,SOX18,0.9995858073234558,0.0
5048,DUSP2,0.9995858073234558,0.0
5049,RAB34,0.9995858073234558,0.0
5050,CALCR,0.9995856881141663,0.0
5051,NT5C1A,0.9995856881141663,0.0
5052,ANKFN1,0.9995856881141663,0.0
5053,COPS2,0.9995855689048767,0.0
5054,EID2B,0.9995855689048767,0.0
5055,MAD2L1BP,0.9995855689048767,0.0
5056,RSPO2,0.9995855689048767,0.0
5057,UBTD2,0.9995855689048767,0.0
5058,WDR3,0.9995854496955872,0.0
5059,CDO1,0.9995854496955872,0.0
5060,BEX5,0.9995853304862976,0.0
5061,SERPINC1,0.9995853304862976,0.0
5062,NAP1L1,0.9995853304862976,0.0
5063,CNOT4,0.9995853304862976,0.0
5064,LURAP1L,0.9995853304862976,0.0
5065,DNAJC8,0.9995852112770081,0.0
5066,EMD,0.9995852112770081,0.0
5067,SLC29A2,0.9995852112770081,0.0
5068,KHNYN,0.999584972858429,0.0
5069,CSRNP2,0.999584972858429,0.0
5070,SIPA1L2,0.999584972858429,0.0
5071,ZNF592,0.999584972858429,0.0
5072,UQCRC1,0.999584972858429,0.0
5073,SLC22A23,0.9995848536491394,0.0
5074,ADH1C,0.9995848536491394,0.0
5075,TKFC,0.9995848536491394,0.0
5076,ATF7IP,0.9995848536491394,0.0
5077,TM6SF2,0.9995847344398499,0.0
5078,CD9,0.9995847344398499,0.0
5079,LRRC10B,0.9995847344398499,0.0
5080,DRAM1,0.9995847344398499,0.0
5081,FAM229B,0.9995847344398499,0.0
5082,NR1H2,0.9995846152305603,0.0
5083,MASP2,0.9995846152305603,0.0
5084,SCAMP5,0.9995844960212708,0.0
5085,SIN3A,0.9995844960212708,0.0
5086,ZSWIM8,0.9995843768119812,0.0
5087,LARP4B,0.9995843768119812,1.0
5088,POMGNT1,0.9995843768119812,0.0
5089,UNC45A,0.9995843768119812,0.0
5090,BAAT,0.9995843768119812,0.0
5091,PFKFB1,0.9995842576026917,0.0
5092,CRIP2,0.9995842576026917,0.0
5093,ELAVL2,0.9995840191841125,0.0
5094,HIVEP3,0.9995840191841125,0.0
5095,KPNA3,0.9995840191841125,0.0
5096,DLAT,0.999583899974823,0.0
5097,SLC22A13,0.999583899974823,0.0
5098,ERO1A,0.9995837807655334,1.0
5099,GNL3,0.9995836615562439,0.0
5100,POMK,0.9995836615562439,0.0
5101,SMYD4,0.9995836615562439,0.0
5102,NME4,0.9995836615562439,0.0
5103,SACM1L,0.9995836615562439,0.0
5104,NUP98,0.9995835423469543,0.0
5105,ARPC2,0.9995835423469543,0.0
5106,AGMO,0.9995835423469543,0.0
5107,CLEC2B,0.9995835423469543,0.0
5108,TEAD3,0.9995834231376648,0.0
5109,GSK3A,0.9995834231376648,0.0
5110,SLC39A13,0.9995833039283752,0.0
5111,MAP3K2,0.9995833039283752,0.0
5112,FUBP1,0.9995833039283752,0.0
5113,CHIC1,0.9995833039283752,0.0
5114,ZBTB7A,0.9995833039283752,0.0
5115,ZC3H7A,0.9995833039283752,0.0
5116,TRMT13,0.9995831847190857,1.0
5117,AVPR2,0.9995831847190857,0.0
5118,NLRC4,0.9995831847190857,0.0
5119,CLPS,0.9995831847190857,0.0
5120,NHLH1,0.9995830655097961,0.0
5121,GASK1A,0.9995830655097961,0.0
5122,PCMTD1,0.9995829463005066,0.0
5123,ADM5,0.9995829463005066,0.0
5124,C1orf189,0.999582827091217,0.0
5125,CYP27A1,0.999582827091217,0.0
5126,ZNF548,0.9995827078819275,0.0
5127,TSC22D1,0.9995827078819275,0.0
5128,ACTR1B,0.9995827078819275,0.0
5129,MBTD1,0.9995827078819275,0.0
5130,CTCF,0.9995825886726379,0.0
5131,ADRB2,0.9995825886726379,0.0
5132,HRH3,0.9995825886726379,0.0
5133,G2E3,0.9995824694633484,0.0
5134,AGAP4,0.9995824694633484,0.0
5135,ELK3,0.9995824694633484,0.0
5136,NTRK2,0.9995824694633484,0.0
5137,ITIH3,0.9995823502540588,0.0
5138,SLCO2A1,0.9995823502540588,0.0
5139,DYNLRB2,0.9995822310447693,0.0
5140,TUBGCP4,0.9995822310447693,0.0
5141,CDH9,0.9995822310447693,0.0
5142,N4BP2L2,0.9995821118354797,0.0
5143,GNAZ,0.9995819926261902,0.0
5144,FAU,0.9995819926261902,0.0
5145,ARSA,0.9995819926261902,0.0
5146,CHST10,0.9995819926261902,0.0
5147,EIF3B,0.9995819926261902,0.0
5148,RGS3,0.9995818734169006,0.0
5149,RFX7,0.9995818734169006,0.0
5150,ELP3,0.9995818734169006,0.0
5151,ASB3,0.9995817542076111,0.0
5152,TP53BP2,0.9995816349983215,0.0
5153,ORAI1,0.9995816349983215,0.0
5154,THEMIS2,0.9995816349983215,1.0
5155,SF1,0.9995816349983215,0.0
5156,C5AR1,0.9995816349983215,0.0
5157,SLC5A9,0.999581515789032,0.0
5158,MPPED1,0.999581515789032,0.0
5159,EPN2,0.999581515789032,0.0
5160,CAPN5,0.999581515789032,0.0
5161,NT5C3B,0.9995813965797424,0.0
5162,FHL1,0.9995813965797424,0.0
5163,BRINP2,0.9995813965797424,0.0
5164,SELENOT,0.9995813965797424,0.0
5165,CBWD1,0.9995812773704529,0.0
5166,NEK7,0.9995811581611633,0.0
5167,RBM10,0.9995811581611633,0.0
5168,CENPBD1,0.9995811581611633,0.0
5169,SSR4,0.9995811581611633,0.0
5170,NFU1,0.9995811581611633,0.0
5171,RPLP1,0.9995811581611633,0.0
5172,TXNRD3,0.9995810389518738,0.0
5173,DYDC2,0.9995810389518738,0.0
5174,GPR108,0.9995809197425842,0.0
5175,NOS3,0.9995809197425842,0.0
5176,TXN2,0.9995808005332947,0.0
5177,SKP1,0.9995808005332947,0.0
5178,EEF2K,0.9995808005332947,0.0
5179,UROD,0.9995808005332947,0.0
5180,INAFM2,0.9995808005332947,0.0
5181,SCNN1G,0.9995808005332947,0.0
5182,RAB11B,0.9995806813240051,0.0
5183,TRIP6,0.9995806813240051,0.0
5184,OLFM3,0.9995806813240051,0.0
5185,OSGIN2,0.9995806813240051,0.0
5186,SYNPO2,0.9995806813240051,0.0
5187,REXO1,0.9995806813240051,0.0
5188,OSBPL5,0.9995805621147156,0.0
5189,USP32,0.9995805621147156,1.0
5190,TAB2,0.9995805621147156,0.0
5191,C10orf88,0.999580442905426,0.0
5192,SERPINE1,0.999580442905426,1.0
5193,CAP1,0.9995803236961365,0.0
5194,RPAP2,0.9995803236961365,0.0
5195,S100A10,0.9995803236961365,0.0
5196,CAPS,0.9995803236961365,0.0
5197,PSMD8,0.9995803236961365,0.0
5198,IFNAR2,0.9995802044868469,0.0
5199,NCAN,0.9995802044868469,0.0
5200,VPS26C,0.9995802044868469,0.0
5201,DLEU7,0.9995802044868469,0.0
5202,UPK3B,0.9995802044868469,0.0
5203,PIGR,0.9995802044868469,0.0
5204,BCL7B,0.9995800852775574,0.0
5205,NUBP1,0.9995800852775574,0.0
5206,FOXN3,0.9995800852775574,0.0
5207,GOT1,0.9995800852775574,0.0
5208,PDXDC1,0.9995800852775574,0.0
5209,GALK1,0.9995799660682678,0.0
5210,UBE4A,0.9995799660682678,0.0
5211,LLPH,0.9995799660682678,0.0
5212,LSM3,0.9995799660682678,0.0
5213,HAS1,0.9995799660682678,0.0
5214,ORC2,0.9995799660682678,0.0
5215,OBSCN,0.9995799660682678,0.0
5216,RASA3,0.9995799660682678,0.0
5217,BTLA,0.9995799660682678,0.0
5218,TRAPPC12,0.9995799660682678,0.0
5219,RNASE1,0.9995798468589783,0.0
5220,RANBP17,0.9995798468589783,0.0
5221,FYB2,0.9995797276496887,0.0
5222,RILPL2,0.9995797276496887,0.0
5223,UGT1A10,0.9995797276496887,0.0
5224,WNT1,0.9995797276496887,0.0
5225,UVRAG,0.9995797276496887,0.0
5226,FAM200B,0.9995797276496887,0.0
5227,KANSL1,0.9995797276496887,0.0
5228,ARAF,0.9995796084403992,0.0
5229,ZNF805,0.9995796084403992,0.0
5230,MT1A,0.9995796084403992,0.0
5231,FUBP3,0.9995794892311096,0.0
5232,MFSD4A,0.9995794892311096,1.0
5233,LRP8,0.9995794892311096,0.0
5234,CLEC4E,0.9995793700218201,0.0
5235,CSRNP1,0.9995793700218201,0.0
5236,ANTXR1,0.9995793700218201,0.0
5237,AP2A1,0.9995792508125305,0.0
5238,SLC39A12,0.9995792508125305,0.0
5239,NISCH,0.9995792508125305,0.0
5240,TAOK1,0.999579131603241,1.0
5241,PHF19,0.9995790123939514,0.0
5242,NEURL1,0.9995788931846619,0.0
5243,CFB,0.9995788931846619,0.0
5244,FAM172A,0.9995788931846619,0.0
5245,PIKFYVE,0.9995788931846619,0.0
5246,TMEFF1,0.9995788931846619,0.0
5247,VASH2,0.9995788931846619,0.0
5248,RASA1,0.9995788931846619,0.0
5249,WFDC1,0.9995787739753723,0.0
5250,EFCAB14,0.9995787739753723,0.0
5251,ATP7A,0.9995787739753723,1.0
5252,STRN3,0.9995787739753723,0.0
5253,EIF1AX,0.9995787739753723,0.0
5254,IQCE,0.9995787739753723,0.0
5255,ENDOD1,0.9995786547660828,0.0
5256,UBR7,0.9995786547660828,0.0
5257,VNN1,0.9995785355567932,0.0
5258,KBTBD11,0.9995785355567932,0.0
5259,MBTPS1,0.9995785355567932,0.0
5260,FNIP1,0.9995785355567932,0.0
5261,HEPACAM2,0.9995785355567932,0.0
5262,L3HYPDH,0.9995785355567932,0.0
5263,CNTN4,0.9995784163475037,0.0
5264,TNIP3,0.9995784163475037,0.0
5265,ANKRD26,0.9995784163475037,0.0
5266,OVCH1,0.9995782971382141,0.0
5267,TRAPPC9,0.9995782971382141,0.0
5268,LETM1,0.9995782971382141,0.0
5269,SESN1,0.9995781779289246,0.0
5270,FAAH2,0.999578058719635,0.0
5271,SP4,0.999578058719635,0.0
5272,RPL36AL,0.999578058719635,0.0
5273,FNBP4,0.9995779395103455,1.0
5274,RNF20,0.9995779395103455,0.0
5275,QRICH2,0.9995778203010559,0.0
5276,TEX261,0.9995778203010559,0.0
