,mRNA_name,mRNA_score,mRNA_label
11817,MAGEB5,0.9993407130241394,0.0
11818,PGAM1,0.9993407130241394,0.0
11819,WBP2NL,0.9993407130241394,0.0
11820,BEND4,0.9993405938148499,0.0
11821,CYP39A1,0.9993403553962708,0.0
11822,IL12B,0.9993403553962708,0.0
11823,CTNS,0.9993401169776917,0.0
11824,SFMBT1,0.9993401169776917,0.0
11825,ORM2,0.9993401169776917,0.0
11826,TMCO2,0.9993401169776917,0.0
11827,UMODL1,0.9993399977684021,0.0
11828,LRRC38,0.9993398785591125,0.0
11829,TECPR2,0.9993398785591125,0.0
11830,TMEM14B,0.9993398785591125,0.0
11831,NPSR1,0.9993395209312439,0.0
11832,ERMN,0.9993395209312439,0.0
11833,SHTN1,0.9993395209312439,0.0
11834,BATF3,0.9993394017219543,0.0
11835,TMEM74B,0.9993394017219543,0.0
11836,MBP,0.9993394017219543,0.0
11837,GOT1L1,0.9993394017219543,0.0
11838,POC1B,0.9993394017219543,0.0
11839,JTB,0.9993392825126648,0.0
11840,MAP3K9,0.9993391633033752,0.0
11841,LRRC69,0.9993391633033752,0.0
11842,BRIP1,0.9993390440940857,1.0
11843,SPOCD1,0.9993389248847961,0.0
11844,ZNF490,0.9993389248847961,0.0
11845,VSIG10L2,0.9993388056755066,0.0
11846,C6orf136,0.9993388056755066,0.0
11847,METTL11B,0.999338686466217,0.0
11848,TNFAIP8L3,0.999338686466217,0.0
11849,ZNF799,0.9993385672569275,0.0
11850,KCNB2,0.9993385672569275,0.0
11851,PUM3,0.9993385672569275,0.0
11852,WNT16,0.9993384480476379,0.0
11853,ZNF729,0.9993384480476379,0.0
11854,CCNQ,0.9993384480476379,0.0
11855,AMDHD2,0.9993384480476379,0.0
11856,PPIAL4H,0.9993384480476379,0.0
11857,ESX1,0.9993384480476379,0.0
11858,EFS,0.9993383288383484,0.0
11859,NRSN2,0.9993383288383484,0.0
11860,KLHDC10,0.9993383288383484,0.0
11861,CCR7,0.9993383288383484,0.0
11862,ATP6V1D,0.9993382096290588,0.0
11863,OR2C1,0.9993382096290588,0.0
11864,ZNF718,0.9993382096290588,0.0
11865,ZSCAN22,0.9993380904197693,0.0
11866,C18orf32,0.9993380904197693,0.0
11867,PPAN-P2RY11,0.9993380904197693,0.0
11868,GSC2,0.9993379712104797,0.0
11869,DCAF12,0.9993379712104797,0.0
11870,GRM2,0.9993379712104797,0.0
11871,ZNF701,0.9993379712104797,0.0
11872,FBXO8,0.9993378520011902,0.0
11873,SELPLG,0.9993378520011902,0.0
11874,FASTKD5,0.9993377327919006,0.0
11875,SMYD2,0.9993377327919006,0.0
11876,KCNC2,0.9993377327919006,0.0
11877,ZNF695,0.9993377327919006,0.0
11878,NOTO,0.9993376135826111,0.0
11879,ARHGEF7,0.9993376135826111,0.0
11880,C20orf194,0.9993376135826111,0.0
11881,POLR1F,0.9993376135826111,0.0
11882,EGLN2,0.9993374943733215,0.0
11883,STARD6,0.9993374943733215,0.0
11884,CDC25A,0.9993374943733215,0.0
11885,EIF3H,0.9993374943733215,0.0
11886,TMEM191B,0.999337375164032,0.0
11887,LRRC61,0.999337375164032,0.0
11888,ZNF808,0.999337375164032,0.0
11889,FBXW5,0.9993372559547424,0.0
11890,TWIST1,0.9993372559547424,0.0
11891,CYGB,0.9993372559547424,0.0
11892,GDAP2,0.9993372559547424,0.0
11893,NCLN,0.9993371367454529,0.0
11894,LIAS,0.9993371367454529,0.0
11895,NBPF19,0.9993370175361633,0.0
11896,GGT6,0.9993370175361633,0.0
11897,PSG2,0.9993367791175842,0.0
11898,HAS3,0.9993367791175842,0.0
11899,NAT1,0.9993367791175842,0.0
11900,CEACAM16,0.9993366599082947,0.0
11901,ZSCAN30,0.9993366599082947,0.0
11902,HSFX1,0.9993366599082947,0.0
11903,GNPTG,0.9993365406990051,0.0
11904,TUBGCP3,0.9993364214897156,0.0
11905,DCP1A,0.9993364214897156,0.0
11906,APOOL,0.9993364214897156,0.0
11907,RGL4,0.9993361830711365,0.0
11908,IAPP,0.9993361830711365,0.0
11909,USP26,0.9993361830711365,0.0
11910,STEAP1B,0.9993359446525574,0.0
11911,CFAP157,0.9993359446525574,0.0
11912,PRAMEF2,0.9993359446525574,0.0
11913,INTS1,0.9993359446525574,0.0
11914,CRADD,0.9993358254432678,0.0
11915,GLTPD2,0.9993357062339783,0.0
11916,FAM9C,0.9993355870246887,0.0
11917,TMEM97,0.9993355870246887,0.0
11918,HAUS6,0.9993354678153992,0.0
11919,RBBP5,0.9993354678153992,0.0
11920,CEP78,0.9993353486061096,0.0
11921,SPATA1,0.9993352293968201,0.0
11922,BCAR1,0.9993352293968201,0.0
11923,LONP1,0.9993351101875305,0.0
11924,TRAPPC2B,0.9993351101875305,0.0
11925,STX8,0.9993351101875305,0.0
11926,COPZ1,0.9993351101875305,0.0
11927,ADSS2,0.999334990978241,0.0
11928,OR6N1,0.999334990978241,0.0
11929,MBD2,0.9993348717689514,0.0
11930,EFNB3,0.9993348717689514,0.0
11931,MEP1B,0.9993347525596619,0.0
11932,CTDP1,0.9993347525596619,0.0
11933,TMEM207,0.9993347525596619,0.0
11934,COL6A3,0.9993346333503723,0.0
11935,ATG4C,0.9993346333503723,0.0
11936,PSMD5,0.9993346333503723,0.0
11937,KRTAP4-7,0.9993345141410828,0.0
11938,PYROXD1,0.9993345141410828,0.0
11939,APOC4,0.9993345141410828,0.0
11940,CPLANE2,0.9993343949317932,0.0
11941,ZFP92,0.9993343949317932,0.0
11942,LRRC4B,0.9993343949317932,0.0
11943,FAM160A1,0.9993342757225037,0.0
11944,FAM71A,0.9993342757225037,0.0
11945,MRPL50,0.9993342757225037,0.0
11946,TENT5D,0.9993342757225037,0.0
11947,AK4,0.9993341565132141,0.0
11948,MAS1,0.9993340373039246,0.0
11949,PDCD6,0.9993340373039246,0.0
11950,PARP3,0.999333918094635,0.0
11951,GLB1,0.999333918094635,0.0
11952,RASEF,0.999333918094635,0.0
11953,PSG9,0.999333918094635,0.0
11954,CEBPB,0.999333918094635,0.0
11955,SCN8A,0.9993337988853455,0.0
11956,PREB,0.9993337988853455,0.0
11957,BTBD8,0.9993336796760559,0.0
11958,MAX,0.9993336796760559,0.0
11959,UBTD1,0.9993336796760559,0.0
11960,PJA1,0.9993335604667664,0.0
11961,MIA2,0.9993335604667664,0.0
11962,MTFR1L,0.9993335604667664,0.0
11963,LRRC23,0.9993334412574768,0.0
11964,POTEE,0.9993334412574768,0.0
11965,SPATA21,0.9993334412574768,0.0
11966,CXCR5,0.9993333220481873,0.0
11967,CBLB,0.9993333220481873,0.0
11968,CBLN2,0.9993333220481873,0.0
11969,DUSP22,0.9993332028388977,0.0
11970,HCRTR2,0.9993332028388977,0.0
11971,YPEL5,0.9993332028388977,0.0
11972,LYNX1-SLURP2,0.9993332028388977,0.0
11973,GRM5,0.9993332028388977,0.0
11974,VRTN,0.9993332028388977,0.0
11975,TAC4,0.9993332028388977,0.0
11976,SEMA6B,0.9993330836296082,0.0
11977,TBC1D31,0.9993330836296082,0.0
11978,MISP3,0.9993329644203186,0.0
11979,LCE6A,0.9993329644203186,0.0
11980,SLC2A8,0.9993329644203186,0.0
11981,CCDC116,0.9993329644203186,0.0
11982,PPP1R18,0.999332845211029,0.0
11983,AKNAD1,0.999332845211029,0.0
11984,TPRKB,0.999332845211029,0.0
11985,HID1,0.999332845211029,0.0
11986,KIR3DL3,0.9993327260017395,0.0
11987,ZNF510,0.9993327260017395,0.0
11988,LARP7,0.9993327260017395,0.0
11989,CACNA1D,0.9993327260017395,0.0
11990,ZNF487,0.99933260679245,0.0
11991,AMIGO3,0.99933260679245,0.0
11992,MON2,0.9993324875831604,0.0
11993,ANK1,0.9993324875831604,0.0
11994,CYBA,0.9993324875831604,0.0
11995,DOT1L,0.9993323683738708,0.0
11996,FAM161A,0.9993322491645813,0.0
11997,ABR,0.9993321299552917,0.0
11998,GPR39,0.9993321299552917,0.0
11999,F3,0.9993321299552917,0.0
12000,ZNF234,0.9993320107460022,0.0
12001,TGDS,0.9993320107460022,0.0
12002,LYPD6B,0.9993318915367126,0.0
12003,SCAF11,0.9993318915367126,0.0
12004,CYP4F8,0.9993317723274231,0.0
12005,KIAA0825,0.9993317723274231,0.0
12006,S100A16,0.9993317723274231,0.0
12007,PTPA,0.9993317723274231,0.0
12008,BOD1,0.9993316531181335,0.0
12009,CMTM3,0.9993316531181335,0.0
12010,MC4R,0.9993315935134888,0.0
12011,PRSS45P,0.9993315935134888,0.0
12012,KRTAP4-5,0.9993315935134888,0.0
12013,DRD3,0.9993314743041992,0.0
12014,MDP1,0.9993313550949097,0.0
12015,SUPT5H,0.9993313550949097,0.0
12016,SPANXA1,0.9993313550949097,0.0
12017,FAM47C,0.9993313550949097,0.0
12018,DEFB126,0.9993313550949097,0.0
12019,TATDN1,0.9993313550949097,0.0
12020,CRYGN,0.9993313550949097,0.0
12021,PKDREJ,0.9993312358856201,0.0
12022,AGBL4,0.9993312358856201,0.0
12023,CPA3,0.9993312358856201,0.0
12024,LRRTM4,0.9993312358856201,0.0
12025,TTC1,0.9993311166763306,0.0
12026,PSMA5,0.999330997467041,0.0
12027,NRG4,0.999330997467041,0.0
12028,SPANXN4,0.9993308782577515,0.0
12029,CHMP5,0.9993307590484619,0.0
12030,STIMATE,0.9993307590484619,0.0
12031,METTL9,0.9993307590484619,0.0
12032,LPCAT4,0.9993306398391724,0.0
12033,EFCAB2,0.9993306398391724,0.0
12034,TANGO2,0.9993306398391724,0.0
12035,RPL3L,0.9993304014205933,0.0
12036,DYNLL1,0.9993304014205933,0.0
12037,AKAP8L,0.9993302822113037,0.0
12038,PDE4C,0.9993301630020142,0.0
12039,DUS4L,0.9993301630020142,0.0
12040,NSMF,0.9993301630020142,0.0
12041,NKAPL,0.9993301630020142,0.0
12042,TSSK3,0.9993300437927246,0.0
12043,OR10K2,0.9993300437927246,0.0
12044,TPTE,0.9993300437927246,0.0
12045,CTSS,0.9993299245834351,0.0
12046,NOP10,0.9993299245834351,0.0
12047,TNP1,0.9993298053741455,0.0
12048,TAF4,0.999329686164856,0.0
12049,PPM1G,0.999329686164856,0.0
12050,KRTAP5-9,0.9993295669555664,0.0
12051,GPR84,0.9993294477462769,0.0
12052,PRMT2,0.9993294477462769,0.0
12053,TMCO1,0.9993294477462769,0.0
12054,KNDC1,0.9993293285369873,0.0
12055,MAGEB17,0.9993293285369873,0.0
12056,HELQ,0.9993293285369873,0.0
12057,SDR42E2,0.9993293285369873,0.0
12058,SLC2A1,0.9993292093276978,0.0
12059,KCTD14,0.9993292093276978,0.0
12060,PKN2,0.9993292093276978,0.0
12061,DAGLB,0.9993292093276978,0.0
12062,RNF13,0.9993292093276978,0.0
12063,ZNF140,0.9993292093276978,0.0
12064,DENND4C,0.9993290901184082,0.0
12065,HSBP1L1,0.9993290901184082,0.0
12066,WNT2,0.9993289709091187,0.0
12067,USF2,0.9993289709091187,0.0
12068,GK5,0.9993289709091187,0.0
12069,NKAIN3,0.9993288516998291,0.0
12070,KIF6,0.9993287324905396,0.0
12071,PRB3,0.9993287324905396,0.0
12072,ASB9,0.99932861328125,0.0
12073,ANKRD36C,0.99932861328125,0.0
12074,CCDC174,0.99932861328125,0.0
12075,SLC22A7,0.9993284940719604,0.0
12076,LIMK1,0.9993284940719604,0.0
12077,KCNV2,0.9993282556533813,0.0
12078,HACD2,0.9993282556533813,0.0
12079,PISD,0.9993281364440918,0.0
12080,KCNE3,0.9993281364440918,0.0
12081,HCAR2,0.9993281364440918,1.0
12082,ZNF285,0.9993281364440918,0.0
12083,APOBEC3F,0.9993281364440918,0.0
12084,PLA2G2F,0.9993281364440918,0.0
12085,ING4,0.9993281364440918,0.0
12086,DCAF4,0.9993280172348022,0.0
12087,RNF103-CHMP3,0.9993278980255127,0.0
12088,MPC2,0.9993278980255127,0.0
12089,C3orf62,0.9993278980255127,0.0
12090,C2orf73,0.9993278980255127,0.0
12091,ADGRG4,0.9993278980255127,0.0
12092,CNGA2,0.9993278980255127,0.0
12093,RCHY1,0.9993278980255127,0.0
12094,ZNF841,0.9993278980255127,0.0
12095,FAM236A,0.9993277788162231,0.0
12096,IMP3,0.9993277788162231,0.0
12097,TPCN2,0.9993276596069336,0.0
12098,TMEM218,0.9993276596069336,0.0
12099,ZKSCAN5,0.9993276596069336,0.0
12100,ACOT8,0.9993276596069336,0.0
12101,KRTAP9-3,0.9993276596069336,0.0
12102,VTCN1,0.999327540397644,0.0
12103,KYAT3,0.9993274211883545,0.0
12104,NUP210L,0.9993274211883545,0.0
12105,KRTAP19-2,0.9993274211883545,0.0
12106,AMER3,0.9993273019790649,0.0
12107,ORC4,0.9993273019790649,0.0
12108,ZNF224,0.9993271827697754,0.0
12109,LRP11,0.9993271827697754,0.0
12110,PFDN2,0.9993271827697754,0.0
12111,CAPZA2,0.9993270635604858,0.0
12112,RRAGC,0.9993270635604858,0.0
12113,BBS7,0.9993270635604858,0.0
12114,FAM47A,0.9993270635604858,0.0
12115,DNAJB8,0.9993269443511963,0.0
12116,BECN2,0.9993269443511963,0.0
12117,PCGF6,0.9993269443511963,0.0
12118,GBX1,0.9993268251419067,0.0
12119,AVPI1,0.9993268251419067,0.0
12120,PRMT1,0.9993267059326172,0.0
12121,SRFBP1,0.9993267059326172,0.0
12122,ABLIM2,0.9993265867233276,0.0
12123,RPL35,0.9993265867233276,0.0
12124,BEND2,0.9993265867233276,0.0
12125,SIPA1L3,0.9993264675140381,0.0
12126,FTSJ3,0.9993264675140381,0.0
12127,L3MBTL4,0.9993264675140381,0.0
12128,ERVK3-1,0.999326229095459,0.0
12129,MIA3,0.999326229095459,0.0
12130,SPANXA2,0.999326229095459,0.0
12131,RBIS,0.999326229095459,0.0
12132,UBAP1,0.9993261098861694,0.0
12133,H2AJ,0.9993259906768799,0.0
12134,PRPF3,0.9993259906768799,0.0
12135,MYH15,0.9993258714675903,0.0
12136,MGAT4C,0.9993258714675903,0.0
12137,COQ5,0.9993257522583008,0.0
12138,TUBGCP5,0.9993257522583008,0.0
12139,SH3GLB1,0.9993257522583008,0.0
12140,EPC1,0.9993257522583008,0.0
12141,KRIT1,0.9993256330490112,0.0
12142,EDIL3,0.9993256330490112,0.0
12143,ZNF518A,0.9993255138397217,0.0
12144,SLFN14,0.9993255138397217,0.0
12145,KIF2B,0.9993255138397217,0.0
12146,IFT81,0.9993253946304321,0.0
12147,NKX2-5,0.9993253946304321,0.0
12148,CEP295NL,0.9993253946304321,0.0
12149,EPHB2,0.9993253946304321,0.0
12150,OR6P1,0.9993252754211426,0.0
12151,OR6Y1,0.9993252754211426,0.0
12152,CDC40,0.9993252754211426,0.0
12153,ZNF569,0.999325156211853,0.0
12154,SIM2,0.999325156211853,0.0
12155,CT45A1,0.999325156211853,0.0
12156,VTI1B,0.999325156211853,0.0
12157,CHPF,0.9993250370025635,0.0
12158,GRK1,0.9993250370025635,0.0
12159,PHETA2,0.9993250370025635,0.0
12160,HERC6,0.9993249177932739,0.0
12161,SAMD8,0.9993249177932739,0.0
12162,GATD1,0.9993247985839844,0.0
12163,ZFP37,0.9993247985839844,0.0
12164,S100A1,0.9993247985839844,0.0
12165,NOTCH2NLB,0.9993246793746948,0.0
12166,ZNF326,0.9993244409561157,0.0
12167,ANKRD7,0.9993244409561157,0.0
12168,LENEP,0.9993244409561157,0.0
12169,XKR3,0.9993244409561157,0.0
12170,ZFP14,0.9993244409561157,0.0
12171,ETFRF1,0.9993244409561157,0.0
12172,WDR97,0.9993243217468262,0.0
12173,MARVELD1,0.9993243217468262,0.0
12174,PGAP1,0.9993243217468262,0.0
12175,ALOX12,0.9993243217468262,0.0
12176,NDUFS5,0.9993242025375366,0.0
12177,SFXN3,0.9993242025375366,0.0
12178,FPGT,0.9993242025375366,0.0
12179,SYNC,0.9993242025375366,0.0
12180,FEZ1,0.9993240833282471,0.0
12181,SYNDIG1L,0.9993240833282471,0.0
12182,KDM4D,0.9993240833282471,0.0
12183,HPS6,0.9993240833282471,0.0
12184,MTMR9,0.9993240833282471,0.0
12185,OR13H1,0.9993239641189575,0.0
12186,GATC,0.9993239641189575,0.0
12187,SDCBP2,0.999323844909668,0.0
12188,NKAP,0.999323844909668,0.0
12189,GAD2,0.9993237257003784,0.0
12190,ZNF716,0.9993237257003784,0.0
12191,PENK,0.9993237257003784,0.0
12192,PBDC1,0.9993237257003784,0.0
12193,KCNA3,0.9993237257003784,0.0
12194,RITA1,0.9993236064910889,0.0
12195,PRR15L,0.9993236064910889,0.0
12196,NTN5,0.9993236064910889,0.0
12197,AFG1L,0.9993236064910889,0.0
12198,SOX2,0.9993236064910889,0.0
12199,KCNJ14,0.9993234872817993,0.0
12200,ZNF572,0.9993234872817993,0.0
12201,CRYGS,0.9993234872817993,0.0
12202,ATIC,0.9993233680725098,0.0
12203,NHS,0.9993233680725098,0.0
12204,BHLHB9,0.9993233680725098,0.0
12205,ARL4C,0.9993233680725098,0.0
12206,FGF12,0.9993233680725098,0.0
12207,ARFRP1,0.9993232488632202,0.0
12208,SLC35F4,0.9993232488632202,0.0
12209,OR1L8,0.9993232488632202,0.0
12210,TMEM225B,0.9993231296539307,0.0
12211,TTC8,0.9993231296539307,0.0
12212,RPS27L,0.9993230104446411,0.0
12213,PNPO,0.9993230104446411,0.0
12214,INTS6,0.9993230104446411,0.0
12215,ZNF586,0.9993230104446411,0.0
12216,HSFX4,0.9993230104446411,0.0
12217,LKAAEAR1,0.9993230104446411,0.0
12218,PRAMEF7,0.9993228912353516,0.0
12219,GREB1L,0.9993228912353516,0.0
12220,OR6K2,0.9993228912353516,0.0
12221,SERPINB9,0.9993228912353516,0.0
12222,INTS12,0.9993228912353516,0.0
12223,GLRA4,0.999322772026062,0.0
12224,NIPSNAP3A,0.999322772026062,0.0
12225,RFPL4A,0.999322772026062,0.0
12226,FLG2,0.999322772026062,0.0
12227,PAGE3,0.9993226528167725,0.0
12228,PSMD9,0.9993226528167725,0.0
12229,C8orf82,0.9993226528167725,0.0
12230,OR10K1,0.9993224143981934,0.0
12231,PCDHA10,0.9993224143981934,0.0
12232,PON2,0.9993224143981934,0.0
12233,KCNK3,0.9993222951889038,0.0
12234,NLRP4,0.9993222951889038,0.0
12235,SH3BP5L,0.9993222951889038,0.0
12236,COPE,0.9993221759796143,0.0
12237,YTHDF1,0.9993220567703247,0.0
12238,SNX24,0.9993220567703247,0.0
12239,IFT52,0.9993220567703247,0.0
12240,C17orf67,0.9993219375610352,0.0
12241,CILP,0.9993219375610352,0.0
12242,SFXN5,0.9993218183517456,0.0
12243,SLC9A8,0.9993218183517456,0.0
12244,HINT2,0.9993218183517456,0.0
12245,AURKAIP1,0.999321699142456,0.0
12246,SLAMF1,0.999321699142456,0.0
12247,TPGS2,0.999321699142456,0.0
12248,AFF2,0.9993215799331665,0.0
12249,PITHD1,0.999321460723877,0.0
12250,UFL1,0.999321460723877,0.0
12251,PNLDC1,0.9993213415145874,0.0
12252,ZFP3,0.9993212223052979,0.0
12253,RPL41,0.9993211030960083,0.0
12254,TEX26,0.9993211030960083,0.0
12255,OTUD6B,0.9993211030960083,0.0
12256,KRTAP5-11,0.9993211030960083,0.0
12257,USP42,0.9993211030960083,0.0
12258,TMEM121B,0.9993211030960083,0.0
12259,NAPA,0.9993209838867188,0.0
12260,CXCL1,0.9993209838867188,0.0
12261,PRR22,0.9993209838867188,0.0
12262,NAB2,0.9993208646774292,0.0
12263,CYP4F12,0.9993208646774292,0.0
12264,ZNF765,0.9993208646774292,0.0
12265,ZDHHC24,0.9993208646774292,0.0
12266,USP43,0.9993207454681396,1.0
12267,PIAS1,0.9993207454681396,0.0
12268,CD58,0.9993206262588501,0.0
12269,KIAA0753,0.9993206262588501,0.0
12270,TIMM9,0.9993206262588501,0.0
12271,FBXO34,0.9993205070495605,0.0
12272,CHRNA1,0.9993205070495605,0.0
12273,NGDN,0.9993205070495605,0.0
12274,OR2T10,0.9993205070495605,0.0
12275,DEFB127,0.9993205070495605,0.0
12276,EMID1,0.9993205070495605,0.0
12277,WARS2,0.999320387840271,0.0
12278,INKA1,0.999320387840271,0.0
12279,MFN1,0.9993202686309814,0.0
12280,UEVLD,0.9993202686309814,0.0
12281,CNTNAP3B,0.9993202686309814,0.0
12282,OR2M3,0.9993201494216919,0.0
12283,PLEKHG5,0.9993200302124023,0.0
12284,MRPL44,0.9993200302124023,0.0
12285,TLR6,0.9993200302124023,0.0
12286,SRD5A1,0.9993200302124023,0.0
12287,TEX13D,0.9993200302124023,0.0
12288,OTUD6A,0.9993199110031128,0.0
12289,TAF12,0.9993199110031128,0.0
12290,RAB40AL,0.9993197917938232,0.0
12291,ZYG11B,0.9993197917938232,0.0
12292,WNT7B,0.9993197917938232,0.0
12293,SMPD2,0.9993196725845337,0.0
12294,C1orf141,0.9993196725845337,0.0
12295,SMIM27,0.9993195533752441,0.0
12296,MRPS17,0.9993195533752441,0.0
12297,ARPC3,0.9993195533752441,0.0
12298,ELAVL3,0.9993195533752441,0.0
12299,ETDC,0.9993195533752441,0.0
12300,HTR2C,0.9993195533752441,0.0
12301,COLQ,0.9993194341659546,0.0
12302,NETO2,0.9993194341659546,0.0
12303,TFAP2C,0.999319314956665,0.0
12304,GPR1,0.999319314956665,0.0
12305,POU6F2,0.999319314956665,0.0
12306,CA5B,0.999319314956665,0.0
12307,TGM5,0.9993191957473755,0.0
12308,ANKRD65,0.9993191957473755,0.0
12309,NME3,0.9993191957473755,0.0
12310,OR2T1,0.9993189573287964,0.0
12311,OR2T27,0.9993189573287964,0.0
12312,TM4SF1,0.9993189573287964,0.0
12313,SPANXN5,0.9993188381195068,0.0
12314,TADA2A,0.9993188381195068,0.0
12315,RABEP1,0.9993188381195068,0.0
12316,ZBTB48,0.9993188381195068,0.0
12317,NR1D1,0.9993188381195068,0.0
12318,POLR3GL,0.9993187189102173,0.0
12319,AKAP6,0.9993187189102173,0.0
12320,MOK,0.9993187189102173,0.0
12321,LYAR,0.9993185997009277,0.0
12322,ZNF383,0.9993185997009277,0.0
12323,LAMA1,0.9993184804916382,0.0
12324,ZSCAN21,0.9993183612823486,0.0
12325,CDADC1,0.9993183612823486,0.0
12326,ZNF727,0.9993183612823486,0.0
12327,NOL12,0.9993183612823486,0.0
12328,TSEN2,0.9993182420730591,0.0
12329,PRM3,0.9993182420730591,0.0
12330,SLC6A7,0.9993181228637695,0.0
12331,WDR18,0.9993181228637695,0.0
12332,SMPDL3A,0.9993181228637695,0.0
12333,PXDC1,0.99931800365448,0.0
12334,GGA1,0.99931800365448,0.0
12335,SNN,0.99931800365448,0.0
12336,TEX19,0.99931800365448,1.0
12337,LRRC26,0.9993178844451904,0.0
12338,WDR33,0.9993177652359009,0.0
12339,SCTR,0.9993177652359009,0.0
12340,OR2M4,0.9993177652359009,0.0
12341,AL157935.2,0.9993176460266113,0.0
12342,C16orf46,0.9993176460266113,0.0
12343,RNF14,0.9993176460266113,0.0
12344,CC2D1B,0.9993175268173218,0.0
12345,DDIT4L,0.9993175268173218,0.0
12346,TSNAXIP1,0.9993175268173218,0.0
12347,TRABD2B,0.9993174076080322,0.0
12348,SLC28A3,0.9993174076080322,0.0
12349,UNC5D,0.9993174076080322,0.0
12350,OOEP,0.9993174076080322,0.0
12351,SGPP2,0.9993172883987427,0.0
12352,ZNF514,0.9993172883987427,0.0
12353,ATG2B,0.9993172883987427,0.0
12354,TRIAP1,0.9993172883987427,0.0
12355,COQ6,0.9993172883987427,0.0
12356,NOP58,0.9993171691894531,0.0
12357,SLC1A3,0.9993171691894531,1.0
12358,C10orf82,0.9993171691894531,0.0
12359,DNAH14,0.9993170499801636,0.0
12360,KLRG2,0.999316930770874,0.0
12361,OR14A16,0.999316930770874,0.0
12362,KCNK5,0.999316930770874,0.0
12363,RELL1,0.9993168115615845,0.0
12364,CEP89,0.9993168115615845,0.0
12365,LCE2D,0.9993168115615845,0.0
12366,ARSK,0.9993166923522949,0.0
12367,ANKRD37,0.9993166923522949,0.0
12368,C6orf118,0.9993166923522949,0.0
12369,OXR1,0.9993166923522949,0.0
12370,POLM,0.9993166923522949,0.0
12371,CLUH,0.9993166923522949,0.0
12372,SAMD10,0.9993165731430054,0.0
12373,BBOF1,0.9993165731430054,0.0
12374,CHST1,0.9993165731430054,0.0
12375,SAMM50,0.9993165731430054,0.0
12376,GNG14,0.9993164539337158,0.0
12377,EEF1E1,0.9993164539337158,0.0
12378,SUMF2,0.9993163347244263,0.0
12379,CLK3,0.9993162155151367,0.0
12380,ADCY5,0.9993162155151367,0.0
12381,IDH3A,0.9993162155151367,0.0
12382,PABPC1L2B,0.9993160963058472,0.0
12383,FAM114A1,0.9993160963058472,0.0
12384,CXorf58,0.9993160963058472,0.0
12385,LENG1,0.9993160963058472,0.0
12386,PFN4,0.9993160963058472,0.0
12387,CP,0.9993159770965576,1.0
12388,ERCC6L2,0.9993158578872681,0.0
12389,AUP1,0.9993158578872681,0.0
12390,EPS15,0.9993158578872681,0.0
12391,TEX28,0.9993158578872681,0.0
12392,C5orf47,0.9993157386779785,0.0
12393,ZRSR2,0.999315619468689,0.0
12394,NKIRAS1,0.999315619468689,0.0
12395,URB2,0.9993155002593994,0.0
12396,MKKS,0.9993155002593994,0.0
12397,RAP1GAP,0.9993153810501099,0.0
12398,ANKRD34A,0.9993153810501099,0.0
12399,ADGRE3,0.9993152618408203,0.0
12400,IER5L,0.9993152618408203,0.0
12401,ZFYVE26,0.9993151426315308,0.0
12402,C11orf49,0.9993151426315308,0.0
12403,DNAJC5G,0.9993150234222412,0.0
12404,ZBTB17,0.9993150234222412,0.0
12405,FOXR2,0.9993150234222412,0.0
12406,GAPDHS,0.9993150234222412,0.0
12407,POLR2K,0.9993149042129517,0.0
12408,ARMCX5-GPRASP2,0.9993149042129517,0.0
12409,APIP,0.9993149042129517,0.0
12410,TCP10L,0.9993147850036621,0.0
12411,SENP7,0.9993147850036621,0.0
12412,NKX6-3,0.9993146657943726,0.0
12413,PIGT,0.9993146657943726,0.0
12414,LGALS14,0.9993146657943726,0.0
12415,OR13G1,0.9993146657943726,0.0
12416,AHSG,0.9993146657943726,0.0
12417,ZIM2,0.9993146657943726,0.0
12418,HNRNPCL1,0.9993146657943726,0.0
12419,RAB9A,0.9993146657943726,0.0
12420,ZCCHC13,0.999314546585083,0.0
12421,NOTCH2NLA,0.999314546585083,0.0
12422,OR5D13,0.999314546585083,0.0
12423,HVCN1,0.999314546585083,0.0
12424,MFAP1,0.999314546585083,0.0
12425,C20orf141,0.9993144273757935,0.0
12426,NXF2,0.9993144273757935,0.0
12427,FOXD1,0.9993144273757935,0.0
12428,CABS1,0.9993144273757935,0.0
12429,OR2T2,0.9993143081665039,0.0
12430,DHRS1,0.9993143081665039,0.0
12431,TSNAX-DISC1,0.9993143081665039,0.0
12432,NMB,0.9993141889572144,0.0
12433,TEX14,0.9993141889572144,0.0
12434,OR2L5,0.9993141889572144,0.0
12435,ANAPC7,0.9993141889572144,0.0
12436,LCE3C,0.9993140697479248,0.0
12437,C5orf49,0.9993139505386353,0.0
12438,PPIH,0.9993139505386353,1.0
12439,CTAG1B,0.9993139505386353,0.0
12440,RAB28,0.9993139505386353,0.0
12441,CST11,0.9993138313293457,0.0
12442,SYN3,0.9993138313293457,0.0
12443,GPX8,0.9993138313293457,0.0
12444,EXOC1,0.9993138313293457,0.0
12445,MRPS11,0.9993138313293457,0.0
12446,ZNF284,0.9993138313293457,0.0
12447,PPP2CA,0.9993137121200562,0.0
12448,GTPBP4,0.9993135929107666,0.0
12449,NDUFA8,0.9993135929107666,0.0
12450,IFT43,0.999313473701477,0.0
12451,DUS1L,0.999313473701477,0.0
12452,KRBOX1,0.9993133544921875,0.0
12453,C11orf42,0.999313235282898,0.0
